id;date;location;modell;color;getriebe;lederstoff;audiconnect;allrad;antrieb
4178300310;20130812T000000;Bremen;A1;Silber;Schaltgetriebe;Stoff;true;true;Benzin
9215400105;20131204T000000;Rheinland-Pfalz;A3;Rot;Automatik;Stoff;false;false;Diesel
822039084;20130512T000000;Berlin;A3;Rot;Schaltgetriebe;Stoff;false;true;E-tron
5245600105;20130908T000000;Rheinland-Pfalz;A4;Silber;Automatik;Leder;true;false;Diesel
7231300125;20131203T000000;Thüringen;A4;Rot;Automatik;Stoff;true;false;Diesel
7518505990;20130708T000000;Sachsen-Anhalt;A7;Blau;Automatik;Leder;true;false;Benzin
3626039271;20131218T000000;Nordrhein-Westfalen;A3;Blau;Schaltgetriebe;Leder;false;true;Diesel
4217401195;20130516T000000;Bremen;A3;Rot;Automatik;Leder;true;false;Diesel
9822700295;20130606T000000;Nordrhein-Westfalen;A1;Weiß;Schaltgetriebe;Leder;true;false;E-tron
9478500640;20131023T000000;Schleswig-Holstein;A8;Rot;Automatik;Stoff;false;true;E-tron
2799800710;20130527T000000;Sachsen-Anhalt;A4;Blau;Automatik;Stoff;true;true;Diesel
7922800400;20130929T000000;Niedersachsen;A4;Grau;Automatik;Leder;false;false;Diesel
8079040320;20130915T000000;Niedersachsen;A6;Silber;Automatik;Stoff;false;false;Diesel
1516000055;20131201T000000;Brandenburg;A4;Silber;Automatik;Leder;false;true;Diesel
9558200045;20130702T000000;Baden-Württemberg;A4;Rot;Schaltgetriebe;Stoff;false;true;Benzin
5072410070;20130515T000000;Bayern;A7;Silber;Schaltgetriebe;Leder;false;false;Benzin
9528102996;20131117T000000;Nordrhein-Westfalen;A3;Grau;Automatik;Leder;true;true;Benzin
1189001180;20130505T000000;Baden-Württemberg;A6;Grau;Schaltgetriebe;Leder;true;false;E-tron
3253500160;20130530T000000;Rheinland-Pfalz;A7;Blau;Schaltgetriebe;Leder;true;false;Benzin
3394100030;20130707T000000;Sachsen;A7;Rot;Schaltgetriebe;Leder;true;false;Benzin
3717000160;20130516T000000;Brandenburg;A8;Weiß;Schaltgetriebe;Stoff;false;false;Benzin
1274500060;20130613T000000;Bremen;A8;Rot;Schaltgetriebe;Leder;false;true;Benzin
1802000060;20130522T000000;Bremen;A3;Silber;Schaltgetriebe;Leder;false;false;Diesel
1525059190;20131203T000000;Bremen;A3;Silber;Schaltgetriebe;Stoff;false;false;Benzin
1049000060;20130825T000000;Hessen;A7;Schwarz;Automatik;Stoff;false;true;Diesel
8820901275;20131114T000000;Schleswig-Holstein;A5;Weiß;Schaltgetriebe;Stoff;false;true;E-tron
5416510140;20130710T000000;Saarland;A3;Rot;Automatik;Leder;true;false;Diesel
3444100400;20130821T000000;Thüringen;A3;Grau;Automatik;Leder;false;false;Benzin
3276920270;20130826T000000;Bremen;A4;Blau;Automatik;Stoff;true;false;E-tron
4036801170;20131007T000000;Brandenburg;A4;Rot;Automatik;Stoff;true;true;Diesel
2391600320;20130715T000000;Bremen;A3;Schwarz;Schaltgetriebe;Stoff;true;true;E-tron
6300000287;20130825T000000;Sachsen-Anhalt;A7;Braun;Automatik;Leder;false;false;E-tron
1531000030;20130730T000000;Schleswig-Holstein;A5;Weiß;Schaltgetriebe;Leder;false;true;Diesel
5104520400;20130516T000000;Rheinland-Pfalz;A7;Blau;Schaltgetriebe;Leder;false;true;Benzin
7437100340;20130724T000000;Bayern;A8;Rot;Schaltgetriebe;Stoff;false;true;Diesel
9418400240;20131125T000000;Baden-Württemberg;A5;Silber;Schaltgetriebe;Stoff;true;true;Diesel
1523059105;20130701T000000;Baden-Württemberg;A6;Weiß;Schaltgetriebe;Stoff;false;true;Benzin
1133000671;20130922T000000;Thüringen;A1;Braun;Schaltgetriebe;Leder;false;false;Diesel
4232902595;20131027T000000;Schleswig-Holstein;A4;Rot;Automatik;Stoff;false;true;E-tron
2599001200;20130623T000000;Brandenburg;A7;Rot;Automatik;Stoff;true;false;Diesel
3342103156;20130814T000000;Bremen;A7;Grau;Schaltgetriebe;Stoff;false;true;Benzin
1332700270;20130703T000000;Brandenburg;A6;Schwarz;Automatik;Leder;true;true;Diesel
3869900162;20131203T000000;Sachsen-Anhalt;A5;Braun;Automatik;Stoff;true;true;E-tron
2791500270;20130702T000000;Thüringen;A3;Grau;Schaltgetriebe;Leder;false;true;Diesel
5036300431;20131014T000000;Mecklenburg-Vorpommern;A5;Braun;Schaltgetriebe;Leder;false;false;Diesel
4168000060;20131216T000000;Hamburg;A5;Weiß;Automatik;Leder;false;false;Benzin
6021501535;20131028T000000;Bayern;A1;Silber;Automatik;Leder;true;false;Diesel
6021501535;20130609T000000;Thüringen;A3;Weiß;Automatik;Leder;true;true;Benzin
1483300570;20130812T000000;Baden-Württemberg;A1;Braun;Automatik;Leder;true;true;E-tron
3422049190;20130711T000000;Sachsen;A8;Weiß;Schaltgetriebe;Stoff;false;true;Benzin
1099611230;20130709T000000;Hamburg;A1;Blau;Automatik;Stoff;false;false;E-tron
722079104;20130905T000000;Sachsen;A3;Silber;Schaltgetriebe;Leder;false;true;Diesel
7338200240;20130709T000000;Bremen;A7;Braun;Schaltgetriebe;Stoff;false;true;E-tron
1952200240;20131014T000000;Berlin;A4;Rot;Automatik;Stoff;false;true;Diesel
5200100125;20130604T000000;Thüringen;A6;Blau;Automatik;Stoff;true;true;Benzin
7214720075;20130822T000000;Sachsen;A5;Silber;Automatik;Stoff;true;false;Benzin
2450000295;20130722T000000;Berlin;A4;Weiß;Automatik;Leder;false;false;E-tron
6197800045;20130731T000000;Baden-Württemberg;A4;Blau;Schaltgetriebe;Leder;true;false;Diesel
1328310370;20130721T000000;Mecklenburg-Vorpommern;A6;Rot;Schaltgetriebe;Stoff;false;true;E-tron
546000875;20130728T000000;Hamburg;A5;Rot;Automatik;Leder;true;true;Diesel
3530510041;20131006T000000;Hamburg;A4;Schwarz;Schaltgetriebe;Leder;true;true;Diesel
1853000400;20130828T000000;Sachsen-Anhalt;A3;Weiß;Schaltgetriebe;Stoff;true;true;E-tron
3134100116;20130819T000000;Sachsen;A1;Weiß;Automatik;Stoff;false;true;E-tron
9545230140;20130718T000000;Baden-Württemberg;A3;Weiß;Automatik;Stoff;true;false;Benzin
3362400511;20131229T000000;Bayern;A3;Braun;Automatik;Leder;true;false;Benzin
2525310310;20130827T000000;Bremen;A6;Grau;Schaltgetriebe;Stoff;true;false;E-tron
6126500060;20130924T000000;Brandenburg;A7;Silber;Automatik;Leder;true;true;Benzin
8961960160;20130529T000000;Bayern;A5;Grau;Automatik;Leder;true;true;E-tron
3626039325;20131110T000000;Sachsen;A8;Braun;Automatik;Leder;true;false;E-tron
3362400431;20131121T000000;Bayern;A1;Grau;Automatik;Stoff;false;false;Diesel
4060000240;20130617T000000;Rheinland-Pfalz;A7;Rot;Schaltgetriebe;Stoff;true;false;Diesel
3454800060;20130715T000000;Sachsen-Anhalt;A3;Blau;Automatik;Leder;false;true;Diesel
1695900060;20130609T000000;Sachsen-Anhalt;A4;Silber;Schaltgetriebe;Leder;false;false;Diesel
7278700070;20130529T000000;Bayern;A4;Rot;Schaltgetriebe;Leder;true;false;Diesel
6675500070;20130628T000000;Bremen;A4;Weiß;Automatik;Leder;true;false;Benzin
3626039187;20130812T000000;Brandenburg;A6;Silber;Automatik;Leder;false;false;Benzin
3524049083;20130715T000000;Hessen;A3;Rot;Schaltgetriebe;Stoff;true;true;Diesel
3275860240;20130711T000000;Niedersachsen;A6;Silber;Automatik;Leder;false;true;Diesel
4389200955;20131104T000000;Brandenburg;A5;Weiß;Automatik;Leder;true;true;Diesel
4058801670;20130515T000000;Sachsen-Anhalt;A5;Silber;Automatik;Stoff;false;false;Benzin
8732020310;20130515T000000;Nordrhein-Westfalen;A7;Schwarz;Automatik;Leder;true;false;Diesel
2331300505;20131003T000000;Sachsen-Anhalt;A5;Braun;Schaltgetriebe;Stoff;false;false;E-tron
7853210060;20130815T000000;Niedersachsen;A6;Rot;Schaltgetriebe;Stoff;false;true;E-tron
3668000070;20130902T000000;Bayern;A5;Silber;Automatik;Leder;true;false;Diesel
9545240070;20130506T000000;Schleswig-Holstein;A7;Blau;Automatik;Leder;false;true;E-tron
1243100136;20130910T000000;Hamburg;A6;Grau;Automatik;Stoff;true;false;E-tron
8929000270;20130806T000000;Nordrhein-Westfalen;A3;Weiß;Automatik;Stoff;true;true;Diesel
2767602356;20130521T000000;Rheinland-Pfalz;A7;Weiß;Automatik;Leder;false;true;Diesel
921049315;20130605T000000;Mecklenburg-Vorpommern;A7;Schwarz;Schaltgetriebe;Leder;false;true;Diesel
3655000070;20130723T000000;Baden-Württemberg;A1;Rot;Automatik;Leder;false;true;Benzin
4027700812;20130609T000000;Sachsen;A4;Silber;Schaltgetriebe;Stoff;false;true;Diesel
3992700335;20131215T000000;Baden-Württemberg;A5;Weiß;Schaltgetriebe;Stoff;true;true;Diesel
2767603505;20131123T000000;Thüringen;A4;Blau;Automatik;Leder;true;false;Benzin
4232901525;20130530T000000;Bremen;A7;Blau;Schaltgetriebe;Leder;true;false;Benzin
1777500060;20130730T000000;Rheinland-Pfalz;A4;Weiß;Automatik;Stoff;true;true;Diesel
1432900240;20130828T000000;Nordrhein-Westfalen;A1;Rot;Automatik;Leder;false;false;E-tron
6140100875;20131006T000000;Nordrhein-Westfalen;A8;Rot;Schaltgetriebe;Stoff;false;true;E-tron
6071600370;20131229T000000;Hamburg;A3;Grau;Schaltgetriebe;Leder;true;false;Diesel
1526069017;20130723T000000;Berlin;A7;Grau;Automatik;Leder;false;true;Diesel
809001525;20131001T000000;Hamburg;A8;Rot;Schaltgetriebe;Leder;true;true;Diesel
3224079105;20130630T000000;Bayern;A6;Silber;Automatik;Stoff;false;false;E-tron
8075400570;20130507T000000;Saarland;A3;Grau;Schaltgetriebe;Stoff;true;false;Diesel
1994200024;20130804T000000;Hessen;A5;Braun;Schaltgetriebe;Leder;false;true;Diesel
3362900810;20131105T000000;Thüringen;A3;Grau;Automatik;Stoff;false;true;E-tron
1324300398;20131027T000000;Rheinland-Pfalz;A6;Silber;Automatik;Leder;false;true;Diesel
537000445;20130908T000000;Baden-Württemberg;A7;Rot;Schaltgetriebe;Leder;false;false;E-tron
7855801670;20131208T000000;Schleswig-Holstein;A4;Rot;Automatik;Leder;false;true;Diesel
7920100045;20131105T000000;Berlin;A6;Silber;Schaltgetriebe;Stoff;true;true;Benzin
8960000030;20131202T000000;Niedersachsen;A7;Blau;Automatik;Stoff;true;true;Benzin
6388930390;20130903T000000;Mecklenburg-Vorpommern;A1;Rot;Schaltgetriebe;Leder;true;true;Benzin
8731900200;20131226T000000;Nordrhein-Westfalen;A7;Grau;Schaltgetriebe;Stoff;false;false;Diesel
8029200135;20130623T000000;Baden-Württemberg;A6;Grau;Automatik;Leder;true;false;E-tron
1081200350;20130721T000000;Thüringen;A7;Blau;Automatik;Stoff;true;true;E-tron
84000105;20131203T000000;Baden-Württemberg;A8;Silber;Schaltgetriebe;Stoff;true;false;Benzin
3756500060;20130903T000000;Berlin;A4;Rot;Automatik;Leder;false;true;Diesel
7215720160;20130506T000000;Sachsen;A5;Braun;Schaltgetriebe;Leder;true;false;E-tron
3574800520;20131204T000000;Berlin;A4;Silber;Automatik;Stoff;false;true;Diesel
2617300160;20131117T000000;Niedersachsen;A4;Rot;Schaltgetriebe;Leder;false;false;Diesel
2558660270;20131016T000000;Rheinland-Pfalz;A4;Weiß;Automatik;Leder;false;false;Diesel
2009000370;20130729T000000;Mecklenburg-Vorpommern;A7;Grau;Schaltgetriebe;Stoff;true;false;Diesel
1836980160;20130722T000000;Saarland;A5;Silber;Schaltgetriebe;Stoff;false;false;Diesel
3261020370;20130513T000000;Nordrhein-Westfalen;A5;Silber;Schaltgetriebe;Leder;false;false;E-tron
1755700060;20131111T000000;Nordrhein-Westfalen;A6;Braun;Automatik;Leder;true;true;E-tron
4330600435;20131010T000000;Schleswig-Holstein;A1;Weiß;Schaltgetriebe;Leder;false;false;Benzin
9542800700;20130711T000000;Nordrhein-Westfalen;A6;Weiß;Automatik;Stoff;true;false;Benzin
1999700045;20130916T000000;Niedersachsen;A5;Silber;Automatik;Leder;false;true;Benzin
1762600070;20131210T000000;Bremen;A5;Grau;Schaltgetriebe;Leder;true;false;E-tron
1687900520;20131215T000000;Schleswig-Holstein;A6;Braun;Schaltgetriebe;Leder;true;true;E-tron
7234600798;20130914T000000;Rheinland-Pfalz;A5;Rot;Automatik;Leder;true;false;Benzin
3881900445;20130721T000000;Nordrhein-Westfalen;A4;Braun;Automatik;Stoff;true;true;Diesel
2254502445;20130930T000000;Bremen;A6;Blau;Schaltgetriebe;Stoff;true;false;Diesel
5437810320;20130520T000000;Saarland;A8;Silber;Schaltgetriebe;Leder;false;false;E-tron
9158100075;20131110T000000;Schleswig-Holstein;A3;Grau;Schaltgetriebe;Stoff;true;false;Diesel
3830630310;20130820T000000;Sachsen;A5;Blau;Schaltgetriebe;Leder;false;false;Diesel
8123100045;20131219T000000;Rheinland-Pfalz;A6;Braun;Schaltgetriebe;Leder;true;false;E-tron
3127200041;20130918T000000;Berlin;A3;Grau;Automatik;Leder;false;true;Diesel
6661200320;20130820T000000;Sachsen-Anhalt;A6;Silber;Schaltgetriebe;Leder;false;true;Diesel
11510310;20130626T000000;Niedersachsen;A4;Silber;Automatik;Leder;false;true;Diesel
825059270;20131209T000000;Sachsen;A5;Weiß;Schaltgetriebe;Stoff;true;true;Diesel
8731951370;20130902T000000;Niedersachsen;A4;Blau;Automatik;Leder;false;true;E-tron
1954440060;20130829T000000;Nordrhein-Westfalen;A4;Rot;Schaltgetriebe;Stoff;true;false;Diesel
2264500350;20131121T000000;Saarland;A1;Weiß;Schaltgetriebe;Stoff;true;false;E-tron
1115810060;20130812T000000;Brandenburg;A3;Rot;Schaltgetriebe;Stoff;true;false;Diesel
9477200200;20131110T000000;Sachsen-Anhalt;A4;Rot;Schaltgetriebe;Stoff;true;true;E-tron
1432600560;20131022T000000;Niedersachsen;A5;Grau;Automatik;Stoff;false;true;Benzin
2287000060;20130820T000000;Brandenburg;A8;Blau;Automatik;Leder;false;true;Benzin
3663500060;20130506T000000;Thüringen;A4;Blau;Schaltgetriebe;Leder;false;false;Diesel
3996900125;20130629T000000;Brandenburg;A6;Rot;Automatik;Stoff;true;false;Diesel
7796450200;20130808T000000;Bayern;A7;Rot;Automatik;Leder;true;false;Diesel
7549802535;20131114T000000;Saarland;A3;Schwarz;Automatik;Stoff;false;false;E-tron
3278600320;20130504T000000;Sachsen-Anhalt;A5;Grau;Schaltgetriebe;Stoff;false;false;Benzin
2824079053;20130617T000000;Hamburg;A4;Blau;Schaltgetriebe;Leder;false;false;E-tron
1222069094;20131104T000000;Saarland;A7;Weiß;Automatik;Leder;true;false;Diesel
3542300060;20130625T000000;Baden-Württemberg;A3;Blau;Schaltgetriebe;Leder;true;false;E-tron
2222059065;20130903T000000;Rheinland-Pfalz;A3;Grau;Automatik;Stoff;true;true;Diesel
7551300060;20130619T000000;Berlin;A5;Blau;Automatik;Leder;false;false;E-tron
100600550;20130818T000000;Sachsen-Anhalt;A7;Silber;Automatik;Stoff;false;true;Diesel
3211100860;20131113T000000;Baden-Württemberg;A1;Weiß;Schaltgetriebe;Stoff;true;true;Diesel
3456000310;20130710T000000;Sachsen;A4;Braun;Automatik;Leder;true;true;Diesel
9526600140;20130721T000000;Niedersachsen;A1;Grau;Automatik;Leder;true;false;Benzin
7465900060;20131014T000000;Saarland;A5;Braun;Schaltgetriebe;Leder;true;false;E-tron
1222000055;20130807T000000;Baden-Württemberg;A7;Weiß;Automatik;Leder;false;false;E-tron
6300000550;20130529T000000;Nordrhein-Westfalen;A7;Weiß;Schaltgetriebe;Stoff;true;true;E-tron
2310030510;20131211T000000;Baden-Württemberg;A5;Weiß;Automatik;Stoff;true;false;E-tron
1025049114;20130811T000000;Brandenburg;A4;Blau;Automatik;Stoff;true;true;Diesel
8677300550;20130709T000000;Niedersachsen;A5;Blau;Automatik;Leder;false;false;E-tron
4014400292;20130805T000000;Thüringen;A4;Weiß;Automatik;Leder;true;false;Diesel
1102000196;20131208T000000;Rheinland-Pfalz;A6;Grau;Schaltgetriebe;Leder;true;false;Diesel
257000138;20131209T000000;Thüringen;A4;Silber;Schaltgetriebe;Stoff;true;false;Diesel
46100204;20130707T000000;Berlin;A7;Weiß;Schaltgetriebe;Stoff;false;true;Benzin
1909600046;20131008T000000;Niedersachsen;A1;Rot;Automatik;Stoff;true;false;Benzin
1250202145;20130816T000000;Sachsen-Anhalt;A5;Weiß;Automatik;Stoff;false;true;Diesel
7611200125;20130822T000000;Sachsen;A3;Braun;Automatik;Leder;true;false;E-tron
5611500140;20130731T000000;Brandenburg;A5;Weiß;Automatik;Stoff;false;true;Benzin
7138000260;20131212T000000;Bayern;A6;Weiß;Automatik;Stoff;false;false;E-tron
626059335;20131112T000000;Nordrhein-Westfalen;A7;Blau;Schaltgetriebe;Leder;true;true;Diesel
1922059282;20131219T000000;Schleswig-Holstein;A5;Schwarz;Schaltgetriebe;Leder;false;false;Benzin
705700390;20131007T000000;Thüringen;A6;Rot;Automatik;Leder;false;true;Diesel
7454001200;20130605T000000;Saarland;A3;Blau;Schaltgetriebe;Leder;false;true;Diesel
8682281200;20130515T000000;Sachsen;A4;Silber;Schaltgetriebe;Stoff;false;true;Diesel
7972000200;20131217T000000;Brandenburg;A1;Rot;Automatik;Stoff;false;false;Diesel
722059070;20131021T000000;Schleswig-Holstein;A6;Grau;Automatik;Leder;true;true;Diesel
7202340400;20131015T000000;Rheinland-Pfalz;A3;Braun;Schaltgetriebe;Stoff;true;true;Benzin
8096000060;20130707T000000;Rheinland-Pfalz;A1;Blau;Schaltgetriebe;Stoff;true;false;Diesel
2424000060;20130612T000000;Nordrhein-Westfalen;A6;Weiß;Schaltgetriebe;Leder;false;true;Diesel
9264902050;20131209T000000;Hamburg;A3;Weiß;Schaltgetriebe;Stoff;true;false;Diesel
943100260;20131211T000000;Sachsen;A7;Rot;Schaltgetriebe;Leder;false;false;E-tron
3677400445;20130717T000000;Berlin;A8;Grau;Schaltgetriebe;Stoff;true;false;Diesel
1762600320;20131118T000000;Nordrhein-Westfalen;A6;Weiß;Automatik;Leder;false;true;Benzin
4058000060;20130521T000000;Hamburg;A3;Blau;Automatik;Leder;true;false;Diesel
7228500560;20131006T000000;Hamburg;A1;Braun;Automatik;Leder;true;true;Benzin
326069104;20130827T000000;Sachsen;A6;Rot;Schaltgetriebe;Leder;false;true;Benzin
5152100060;20130926T000000;Brandenburg;A4;Grau;Automatik;Leder;true;false;E-tron
3584000310;20130527T000000;Baden-Württemberg;A4;Grau;Automatik;Stoff;false;false;Diesel
8150100045;20130518T000000;Bremen;A6;Grau;Schaltgetriebe;Leder;false;true;Benzin
1868901275;20131007T000000;Brandenburg;A5;Blau;Schaltgetriebe;Leder;true;false;Diesel
6131600075;20130715T000000;Berlin;A3;Blau;Automatik;Stoff;true;true;E-tron
9468200125;20131105T000000;Hamburg;A3;Weiß;Schaltgetriebe;Stoff;false;true;E-tron
8029510030;20130731T000000;Sachsen-Anhalt;A4;Schwarz;Automatik;Stoff;false;false;E-tron
2025069065;20130708T000000;Niedersachsen;A1;Weiß;Automatik;Leder;false;false;Diesel
7899800890;20131231T000000;Schleswig-Holstein;A3;Grau;Schaltgetriebe;Stoff;false;false;Diesel
3021059276;20130502T000000;Mecklenburg-Vorpommern;A6;Blau;Schaltgetriebe;Stoff;false;false;Diesel
3797001895;20130506T000000;Berlin;A4;Rot;Schaltgetriebe;Leder;true;false;E-tron
3832710960;20130806T000000;Sachsen-Anhalt;A5;Grau;Schaltgetriebe;Stoff;true;true;E-tron
1310430400;20131202T000000;Berlin;A1;Grau;Automatik;Leder;true;false;E-tron
1422300030;20131110T000000;Baden-Württemberg;A6;Silber;Schaltgetriebe;Leder;false;true;Diesel
1105000588;20130829T000000;Baden-Württemberg;A4;Blau;Schaltgetriebe;Stoff;false;true;Benzin
3830630060;20130917T000000;Bayern;A7;Grau;Automatik;Leder;false;true;Benzin
5101404898;20130603T000000;Thüringen;A6;Silber;Automatik;Leder;true;true;Diesel
7972601890;20130826T000000;Thüringen;A3;Silber;Schaltgetriebe;Stoff;false;false;E-tron
5127001620;20130915T000000;Sachsen;A7;Silber;Automatik;Leder;false;false;E-tron
9407100800;20130806T000000;Hessen;A7;Silber;Automatik;Stoff;true;false;Diesel
1873100060;20130518T000000;Rheinland-Pfalz;A1;Weiß;Schaltgetriebe;Leder;false;false;Diesel
8722101360;20130929T000000;Baden-Württemberg;A7;Blau;Automatik;Leder;false;false;Diesel
8644000060;20130826T000000;Mecklenburg-Vorpommern;A5;Blau;Automatik;Leder;true;true;Diesel
3325069129;20130812T000000;Sachsen-Anhalt;A1;Rot;Schaltgetriebe;Leder;true;false;E-tron
1400300055;20131121T000000;Mecklenburg-Vorpommern;A5;Grau;Automatik;Stoff;true;false;E-tron
2123039032;20131023T000000;Sachsen;A7;Silber;Schaltgetriebe;Stoff;true;false;Diesel
8078560140;20130805T000000;Bayern;A3;Rot;Automatik;Stoff;true;true;Diesel
3438500192;20130730T000000;Baden-Württemberg;A4;Schwarz;Schaltgetriebe;Stoff;false;false;Diesel
7974200510;20131029T000000;Thüringen;A6;Rot;Automatik;Stoff;false;false;Diesel
2557000400;20131216T000000;Thüringen;A4;Grau;Schaltgetriebe;Stoff;false;true;Diesel
7960900060;20130619T000000;Bremen;A4;Grau;Schaltgetriebe;Stoff;true;false;Diesel
4054500390;20131117T000000;Hamburg;A4;Silber;Automatik;Leder;false;false;Diesel
6378500125;20130910T000000;Nordrhein-Westfalen;A4;Blau;Schaltgetriebe;Leder;true;false;Benzin
1745100140;20130829T000000;Hessen;A7;Schwarz;Automatik;Stoff;false;true;Benzin
2976800796;20130821T000000;Sachsen-Anhalt;A5;Grau;Automatik;Leder;false;false;Diesel
4235400186;20130912T000000;Berlin;A4;Grau;Automatik;Stoff;false;false;Diesel
4215100060;20131104T000000;Berlin;A4;Weiß;Automatik;Leder;false;false;Benzin
9189700045;20131022T000000;Hamburg;A8;Blau;Schaltgetriebe;Leder;true;true;Diesel
1126049053;20131223T000000;Sachsen;A5;Silber;Schaltgetriebe;Leder;false;false;Diesel
2022069200;20131119T000000;Berlin;A3;Weiß;Automatik;Leder;true;true;Benzin
9412900055;20130826T000000;Hamburg;A3;Grau;Automatik;Leder;true;false;Benzin
1722059235;20130520T000000;Nordrhein-Westfalen;A4;Weiß;Schaltgetriebe;Stoff;false;false;Benzin
6874200960;20131217T000000;Bayern;A8;Silber;Automatik;Leder;false;false;Diesel
7424700045;20131114T000000;Brandenburg;A1;Silber;Automatik;Leder;false;false;Benzin
7202360350;20130622T000000;Hamburg;A4;Braun;Automatik;Leder;false;false;E-tron
5634500392;20131125T000000;Saarland;A1;Schwarz;Automatik;Stoff;true;true;Benzin
1509500060;20130826T000000;Sachsen-Anhalt;A8;Blau;Schaltgetriebe;Leder;true;true;Diesel
7214810350;20130508T000000;Mecklenburg-Vorpommern;A5;Rot;Automatik;Stoff;false;false;Diesel
6647200060;20130513T000000;Bremen;A3;Silber;Schaltgetriebe;Stoff;false;false;Benzin
